MissionID,MissionName,Agency,LaunchSite,LaunchDate,PayloadMassKG,OrbitType,MissionSuccess
MSN01487,Shenzhou,Roscosmos,Jiuquan,2020-02-15,3262.54,GTO,Success
MSN01488,ISS Resupply,CNSA,Jiuquan,2009-04-05,5739.99,GTO,Success
MSN01489,SpaceX,ESA,Baikonur,2005-11-23,6173.02,Mars Transfer Orbit,Success
MSN01490,Apollo,NASA,Vandenberg,2023-02-13,3844.24,Mars Transfer Orbit,Success
MSN01491,ISS Resupply,NASA,Vandenberg,2021-11-16,3155.96,GTO,Success
MSN01492,Apollo,ISRO,Satish Dhawan,2003-08-14,10252.58,ISS,Success
MSN01493,SpaceX,ISRO,Baikonur,2018-05-26,4814.18,MEO,Success
MSN01494,Blue Origin,CNSA,Jiuquan,2013-09-26,3632.62,LEO,Success
MSN01495,ISS Resupply,NASA,Baikonur,2013-01-13,6413.17,HEO,Success
MSN01496,Soyuz,CNSA,Jiuquan,2017-01-25,4898.41,ISS,Success
MSN01497,Soyuz,ESA,Satish Dhawan,2016-09-17,2828.47,ISS,Success
MSN01498,Soyuz,Roscosmos,Cape Canaveral,2017-05-08,5966.11,HEO,Success
MSN01499,Blue Origin,NASA,Cape Canaveral,2017-02-08,3293.76,HEO,Failure
MSN01500,Blue Origin,SpaceX,Baikonur,2004-06-05,8152.92,GTO,Success
MSN01501,SpaceX,Blue Origin,Jiuquan,2008-12-29,5989.01,MEO,Success
MSN01502,Apollo,ESA,Cape Canaveral,2000-07-03,4446.24,ISS,Failure
MSN01503,SpaceX,NASA,Jiuquan,2003-06-23,5218.69,ISS,Success
MSN01504,SpaceX,Blue Origin,Satish Dhawan,2006-07-05,6806.58,LEO,Success
MSN01505,Blue Origin,SpaceX,Baikonur,2010-10-08,5371.92,HEO,Success
MSN01506,Soyuz,ISRO,Jiuquan,2013-03-15,9244.22,HEO,Success
MSN01507,Gemini,CNSA,Baikonur,2009-10-22,7271.74,ISS,Partial
MSN01508,Apollo,ISRO,Jiuquan,2018-01-16,5975.21,HEO,Success
MSN01509,Blue Origin,Roscosmos,Vandenberg,2007-07-07,3126.03,GTO,Success
MSN01510,Soyuz,ISRO,Vandenberg,2002-06-21,4706.22,LEO,Success
MSN01511,ISS Resupply,NASA,Jiuquan,2007-07-05,5957.75,ISS,Success
MSN01512,Gemini,SpaceX,Satish Dhawan,2017-02-01,3354.28,Mars Transfer Orbit,Success
MSN01513,Gemini,ISRO,Baikonur,2004-03-03,7586.85,LEO,Success
MSN01514,Blue Origin,NASA,Guiana Space Centre,2019-12-15,3051.69,Mars Transfer Orbit,Success
MSN01515,Shenzhou,Roscosmos,Jiuquan,2010-10-28,3725.55,GTO,Success
MSN01516,Apollo,Blue Origin,Jiuquan,2008-11-04,3875.4,LEO,Success
MSN01517,Gemini,SpaceX,Vandenberg,2018-07-08,6487.65,Mars Transfer Orbit,Success
MSN01518,Blue Origin,ISRO,Cape Canaveral,2011-11-02,3390.13,HEO,Success
MSN01519,Blue Origin,CNSA,Vandenberg,2004-01-26,1400.05,ISS,Success
MSN01520,Soyuz,CNSA,Baikonur,2015-12-12,7176.08,LEO,Success
MSN01521,ISS Resupply,SpaceX,Vandenberg,2012-02-08,4111.23,MEO,Success
MSN01522,Shenzhou,CNSA,Guiana Space Centre,2005-07-12,2862.98,ISS,Success
MSN01523,Apollo,ISRO,Satish Dhawan,2015-06-12,3490.28,LEO,Partial
MSN01524,SpaceX,ISRO,Guiana Space Centre,2017-02-22,8433.53,ISS,Success
MSN01525,ISS Resupply,SpaceX,Satish Dhawan,2016-06-22,3685.91,Mars Transfer Orbit,Success
MSN01526,ISS Resupply,ISRO,Guiana Space Centre,2011-07-15,4753.26,LEO,Partial
MSN01527,Soyuz,Blue Origin,Vandenberg,2000-07-29,4106.16,LEO,Success
MSN01528,Gemini,NASA,Guiana Space Centre,2006-10-05,2534.67,HEO,Success
MSN01529,Gemini,Roscosmos,Vandenberg,2013-07-07,3514.56,LEO,Success
MSN01530,Soyuz,Blue Origin,Vandenberg,2017-11-04,2397.78,MEO,Success
MSN01531,Blue Origin,Blue Origin,Baikonur,2022-11-27,6911.76,HEO,Success
MSN01532,Gemini,CNSA,Vandenberg,2000-08-01,5201.76,MEO,Success
MSN01533,Shenzhou,NASA,Cape Canaveral,2019-11-25,9965.36,Mars Transfer Orbit,Success
MSN01534,Apollo,SpaceX,Guiana Space Centre,2009-01-29,3582.18,MEO,Success
MSN01535,ISS Resupply,CNSA,Jiuquan,2014-06-20,3282.28,GTO,Failure
MSN01536,ISS Resupply,NASA,Jiuquan,2010-05-02,8067.52,MEO,Success
MSN01537,Shenzhou,ISRO,Jiuquan,2003-06-08,7115.95,LEO,Success
MSN01538,Gemini,SpaceX,Cape Canaveral,2014-03-27,5769.53,ISS,Success
MSN01539,ISS Resupply,SpaceX,Vandenberg,2020-10-28,2772.62,HEO,Success
MSN01540,SpaceX,CNSA,Guiana Space Centre,2015-01-04,8489.99,HEO,Success
MSN01541,Apollo,ISRO,Satish Dhawan,2014-01-02,4855.79,HEO,Partial
MSN01542,Apollo,CNSA,Satish Dhawan,2016-05-12,4138.65,ISS,Failure
MSN01543,ISS Resupply,ESA,Baikonur,2022-10-29,7285.92,MEO,Success
MSN01544,Soyuz,NASA,Cape Canaveral,2010-03-20,4955.41,Mars Transfer Orbit,Success
MSN01545,ISS Resupply,ESA,Guiana Space Centre,2017-05-27,2668.66,GTO,Success
MSN01546,Soyuz,NASA,Vandenberg,2015-06-15,5080.61,LEO,Success
MSN01547,ISS Resupply,Roscosmos,Jiuquan,2014-11-11,3437.3,Mars Transfer Orbit,Success
MSN01548,SpaceX,Blue Origin,Cape Canaveral,2010-08-26,-1018.68,HEO,Success
MSN01549,Blue Origin,SpaceX,Cape Canaveral,2012-11-23,3236.58,LEO,Success
MSN01550,Apollo,CNSA,Guiana Space Centre,2017-10-03,3944.53,MEO,Success
MSN01551,ISS Resupply,Roscosmos,Vandenberg,2007-07-23,2688.71,Mars Transfer Orbit,Success
MSN01552,SpaceX,Roscosmos,Baikonur,2008-02-22,6150.49,GTO,Partial
MSN01553,Soyuz,SpaceX,Vandenberg,2021-04-17,3445.1,HEO,Success
MSN01554,Soyuz,SpaceX,Baikonur,2010-02-24,5956.85,MEO,Success
MSN01555,Apollo,NASA,Baikonur,2016-09-02,2533.36,Mars Transfer Orbit,Success
MSN01556,Shenzhou,ESA,Jiuquan,2000-06-12,6818.44,GTO,Success
MSN01557,ISS Resupply,ISRO,Jiuquan,2010-01-15,2447.03,Mars Transfer Orbit,Success
MSN01558,Gemini,NASA,Guiana Space Centre,2006-01-01,316.94,HEO,Success
MSN01559,Soyuz,ISRO,Vandenberg,2007-12-17,7474.53,MEO,Success
MSN01560,Blue Origin,Roscosmos,Baikonur,2018-05-17,3288.21,LEO,Success
MSN01561,Blue Origin,ISRO,Guiana Space Centre,2003-05-31,8513.86,Mars Transfer Orbit,Success
MSN01562,Soyuz,ESA,Baikonur,2003-06-29,6129.18,ISS,Success
MSN01563,Shenzhou,NASA,Cape Canaveral,2018-08-20,6580.53,HEO,Failure
MSN01564,Shenzhou,SpaceX,Satish Dhawan,2023-07-07,7090.95,GTO,Success
MSN01565,SpaceX,ESA,Satish Dhawan,2008-01-18,5225.36,GTO,Success
MSN01566,Blue Origin,Blue Origin,Baikonur,2016-08-12,5248.11,ISS,Success
MSN01567,SpaceX,ESA,Guiana Space Centre,2017-04-15,7562.68,ISS,Success
MSN01568,Blue Origin,Blue Origin,Jiuquan,2000-07-24,5222.72,MEO,Success
MSN01569,ISS Resupply,NASA,Vandenberg,2013-07-05,3543.65,ISS,Success
MSN01570,ISS Resupply,SpaceX,Baikonur,2003-03-06,6171.52,HEO,Success
MSN01571,Gemini,ESA,Baikonur,2009-11-29,772.71,Mars Transfer Orbit,Success
MSN01572,ISS Resupply,Blue Origin,Vandenberg,2022-07-26,7639.12,ISS,Success
MSN01573,Gemini,SpaceX,Jiuquan,2013-08-17,7680.88,HEO,Success
MSN01574,ISS Resupply,CNSA,Baikonur,2006-03-10,7396.33,LEO,Success
MSN01575,Apollo,CNSA,Cape Canaveral,2011-05-22,7319.54,ISS,Failure
MSN01576,ISS Resupply,CNSA,Jiuquan,2021-07-25,4831.65,LEO,Success
MSN01577,SpaceX,ISRO,Cape Canaveral,2015-06-23,4786.64,Mars Transfer Orbit,Success
MSN01578,Soyuz,ESA,Satish Dhawan,2004-07-15,2540.72,GTO,Success
MSN01579,SpaceX,NASA,Vandenberg,2010-11-27,8496.08,Mars Transfer Orbit,Success
MSN01580,Soyuz,NASA,Jiuquan,2003-11-03,4029.96,ISS,Success
MSN01581,Shenzhou,ISRO,Jiuquan,2012-07-15,5679.77,GTO,Partial
MSN01582,SpaceX,NASA,Guiana Space Centre,2007-08-16,5508.09,Mars Transfer Orbit,Success
MSN01583,Shenzhou,Blue Origin,Guiana Space Centre,2006-09-28,2319.16,LEO,Failure
MSN01584,Gemini,CNSA,Vandenberg,2010-07-18,1510.65,GTO,Success
MSN01585,Gemini,ESA,Jiuquan,2010-11-21,5011.17,LEO,Success
MSN01586,Apollo,NASA,Satish Dhawan,2016-01-15,4092.49,MEO,Failure
MSN01587,ISS Resupply,NASA,Baikonur,2021-10-13,4821.13,Mars Transfer Orbit,Success
MSN01588,SpaceX,Roscosmos,Vandenberg,2013-11-30,7130.83,Mars Transfer Orbit,Success
MSN01589,Shenzhou,Roscosmos,Vandenberg,2001-08-04,5449.89,LEO,Failure
MSN01590,Soyuz,Roscosmos,Guiana Space Centre,2019-02-04,6517.05,MEO,Success
MSN01591,Gemini,ESA,Satish Dhawan,2020-03-09,5890.66,GTO,Success
MSN01592,ISS Resupply,CNSA,Vandenberg,2007-07-31,4367.33,LEO,Success
MSN01593,Gemini,SpaceX,Satish Dhawan,2021-02-15,2996.39,MEO,Success
MSN01594,Soyuz,CNSA,Vandenberg,2001-09-05,5529.44,LEO,Success
MSN01595,ISS Resupply,CNSA,Guiana Space Centre,2020-03-25,5167.79,HEO,Partial
MSN01596,ISS Resupply,ESA,Baikonur,2014-02-17,6830.31,Mars Transfer Orbit,Success
MSN01597,Shenzhou,Blue Origin,Guiana Space Centre,2004-08-18,4698.2,HEO,Failure
MSN01598,Shenzhou,Blue Origin,Vandenberg,2005-03-08,4405.32,GTO,Partial
MSN01599,SpaceX,ESA,Satish Dhawan,2016-03-29,4541.0,HEO,Success
MSN01600,SpaceX,Roscosmos,Cape Canaveral,2007-08-07,3162.55,Mars Transfer Orbit,Success
MSN01601,Blue Origin,NASA,Guiana Space Centre,2018-02-21,7893.82,ISS,Success
MSN01602,Blue Origin,ISRO,Satish Dhawan,2004-01-22,7279.26,MEO,Success
MSN01603,Apollo,ISRO,Guiana Space Centre,2022-04-09,2573.94,Mars Transfer Orbit,Success
MSN01604,Gemini,SpaceX,Vandenberg,2018-05-11,6607.9,Mars Transfer Orbit,Success
MSN01605,SpaceX,NASA,Satish Dhawan,2013-03-29,1309.99,ISS,Success
MSN01606,Shenzhou,SpaceX,Baikonur,2009-05-16,6970.58,HEO,Success
MSN01607,Soyuz,Roscosmos,Satish Dhawan,2012-02-08,3607.3,GTO,Success
MSN01608,Shenzhou,SpaceX,Jiuquan,2021-01-18,5719.8,ISS,Success
MSN01609,Gemini,NASA,Cape Canaveral,2004-04-14,1140.98,Mars Transfer Orbit,Success
MSN01610,Blue Origin,NASA,Vandenberg,2006-05-26,2602.59,GTO,Success
MSN01611,Shenzhou,ISRO,Satish Dhawan,2009-12-02,5937.41,LEO,Success
MSN01612,Apollo,Blue Origin,Vandenberg,2010-08-12,3598.18,Mars Transfer Orbit,Success
MSN01613,Gemini,Roscosmos,Guiana Space Centre,2002-04-27,3320.07,ISS,Success
MSN01614,Blue Origin,ESA,Guiana Space Centre,2012-01-01,7791.72,LEO,Success
MSN01615,Soyuz,SpaceX,Satish Dhawan,2001-04-27,9421.92,ISS,Success
MSN01616,Blue Origin,ISRO,Jiuquan,2003-01-26,6874.03,MEO,Success
MSN01617,ISS Resupply,SpaceX,Satish Dhawan,2002-01-12,2816.24,GTO,Success
MSN01618,Apollo,SpaceX,Baikonur,2014-10-21,8527.04,LEO,Success
MSN01619,Gemini,ESA,Jiuquan,2003-12-07,1877.14,HEO,Success
MSN01620,Soyuz,Roscosmos,Vandenberg,2022-06-18,4391.02,ISS,Success
MSN01621,Apollo,NASA,Satish Dhawan,2020-02-22,5109.56,Mars Transfer Orbit,Success
MSN01622,Blue Origin,CNSA,Vandenberg,2003-09-26,8848.08,LEO,Failure
MSN01623,Apollo,SpaceX,Cape Canaveral,2014-09-05,6825.32,ISS,Success
MSN01624,Gemini,CNSA,Jiuquan,2005-05-08,4072.48,ISS,Failure
MSN01625,SpaceX,Roscosmos,Satish Dhawan,2022-03-17,3110.09,ISS,Success
MSN01626,Apollo,CNSA,Cape Canaveral,2004-09-25,7004.39,LEO,Success
MSN01627,ISS Resupply,SpaceX,Satish Dhawan,2011-05-26,3933.28,LEO,Success
MSN01628,Apollo,ESA,Baikonur,2006-02-17,5433.48,ISS,Success
MSN01629,Blue Origin,CNSA,Guiana Space Centre,2002-07-18,2260.45,HEO,Success
MSN01630,Blue Origin,Roscosmos,Vandenberg,2006-03-12,6138.52,Mars Transfer Orbit,Success
MSN01631,Soyuz,Roscosmos,Satish Dhawan,2011-04-02,5977.39,GTO,Success
MSN01632,Blue Origin,Blue Origin,Jiuquan,2014-07-28,2516.76,ISS,Success
MSN01633,Shenzhou,Blue Origin,Satish Dhawan,2018-12-08,7063.25,HEO,Success
MSN01634,Gemini,ESA,Satish Dhawan,2005-12-05,6109.49,GTO,Success
MSN01635,Gemini,CNSA,Satish Dhawan,2007-02-17,6480.05,ISS,Success
MSN01636,SpaceX,CNSA,Satish Dhawan,2005-01-29,4242.64,GTO,Success
MSN01637,SpaceX,Blue Origin,Jiuquan,2002-06-25,5357.91,ISS,Success
MSN01638,Gemini,NASA,Jiuquan,2004-01-19,5126.76,LEO,Partial
MSN01639,ISS Resupply,ISRO,Satish Dhawan,2008-12-20,4703.66,ISS,Success
MSN01640,SpaceX,Roscosmos,Guiana Space Centre,2023-02-16,5341.01,ISS,Success
MSN01641,Soyuz,NASA,Satish Dhawan,2015-12-11,7512.89,ISS,Success
MSN01642,Blue Origin,Roscosmos,Vandenberg,2021-03-01,7149.9,ISS,Success
MSN01643,Gemini,NASA,Vandenberg,2015-06-25,2636.28,HEO,Failure
MSN01644,SpaceX,Blue Origin,Jiuquan,2008-09-11,6970.8,MEO,Success
MSN01645,Gemini,Blue Origin,Vandenberg,2017-08-17,7382.29,HEO,Success
MSN01646,Shenzhou,ISRO,Vandenberg,2012-05-26,4697.64,HEO,Success
MSN01647,Apollo,NASA,Baikonur,2010-10-25,6016.89,LEO,Success
MSN01648,Blue Origin,Roscosmos,Satish Dhawan,2009-11-29,5988.0,ISS,Success
MSN01649,Gemini,CNSA,Satish Dhawan,2009-08-27,3300.07,HEO,Success
MSN01650,Apollo,Roscosmos,Satish Dhawan,2005-11-28,4236.09,GTO,Failure
MSN01651,SpaceX,SpaceX,Satish Dhawan,2015-07-07,6501.62,ISS,Failure
MSN01652,Apollo,Blue Origin,Cape Canaveral,2011-11-20,4008.36,LEO,Success
MSN01653,Blue Origin,ESA,Satish Dhawan,2003-12-01,6951.0,Mars Transfer Orbit,Success
MSN01654,Gemini,ESA,Jiuquan,2004-07-27,7609.94,Mars Transfer Orbit,Success
MSN01655,Shenzhou,Blue Origin,Jiuquan,2001-03-16,7287.34,LEO,Success
MSN01656,ISS Resupply,SpaceX,Cape Canaveral,2018-07-02,8959.61,GTO,Success
MSN01657,SpaceX,ESA,Satish Dhawan,2000-03-27,4818.54,Mars Transfer Orbit,Success
MSN01658,Gemini,Blue Origin,Guiana Space Centre,2003-09-28,5354.4,LEO,Success
MSN01659,Blue Origin,ESA,Satish Dhawan,2011-06-29,5641.33,Mars Transfer Orbit,Success
MSN01660,SpaceX,Blue Origin,Jiuquan,2001-09-02,4879.2,ISS,Success
MSN01661,Soyuz,ISRO,Baikonur,2011-12-12,6084.36,MEO,Success
MSN01662,Apollo,CNSA,Vandenberg,2015-01-07,1577.59,MEO,Success
MSN01663,ISS Resupply,CNSA,Baikonur,2001-09-26,5409.81,HEO,Failure
MSN01664,Blue Origin,Roscosmos,Guiana Space Centre,2016-01-13,2245.13,LEO,Success
MSN01665,Soyuz,SpaceX,Satish Dhawan,2001-08-14,3074.75,ISS,Success
MSN01666,Gemini,Blue Origin,Cape Canaveral,2003-09-23,6465.78,GTO,Success
MSN01667,Shenzhou,NASA,Satish Dhawan,2005-08-30,4601.77,GTO,Success
MSN01668,SpaceX,Roscosmos,Guiana Space Centre,2022-06-29,6395.23,ISS,Success
MSN01669,Apollo,Roscosmos,Guiana Space Centre,2006-06-29,4558.45,ISS,Failure
MSN01670,SpaceX,Blue Origin,Vandenberg,2022-05-06,7212.81,GTO,Success
MSN01671,ISS Resupply,Blue Origin,Guiana Space Centre,2014-10-10,4521.84,LEO,Success
MSN01672,Gemini,Roscosmos,Baikonur,2019-12-22,1090.16,Mars Transfer Orbit,Success
MSN01673,SpaceX,Roscosmos,Vandenberg,2011-07-09,5450.79,HEO,Success
MSN01674,Apollo,CNSA,Satish Dhawan,2004-01-16,662.28,HEO,Success
MSN01675,Gemini,NASA,Satish Dhawan,2013-11-11,2094.56,HEO,Partial
MSN01676,SpaceX,Roscosmos,Cape Canaveral,2015-01-21,3234.11,ISS,Success
MSN01677,Shenzhou,CNSA,Guiana Space Centre,2010-01-16,2984.58,GTO,Success
MSN01678,Blue Origin,Roscosmos,Guiana Space Centre,2011-09-26,3909.9,GTO,Success
MSN01679,Gemini,ESA,Jiuquan,2018-02-02,2915.86,GTO,Success
MSN01680,Blue Origin,Roscosmos,Vandenberg,2016-06-30,2188.09,Mars Transfer Orbit,Success
MSN01681,Gemini,Blue Origin,Jiuquan,2023-03-10,8083.67,GTO,Success
MSN01682,Shenzhou,SpaceX,Vandenberg,2006-02-21,3643.71,GTO,Success
MSN01683,Blue Origin,SpaceX,Baikonur,2008-03-05,538.46,MEO,Success
MSN01684,Soyuz,Roscosmos,Vandenberg,2013-10-27,4278.16,Mars Transfer Orbit,Success
MSN01685,Apollo,ISRO,Satish Dhawan,2019-12-01,2750.54,ISS,Success
MSN01686,Soyuz,ESA,Cape Canaveral,2011-08-16,3230.06,Mars Transfer Orbit,Success
MSN01687,SpaceX,NASA,Vandenberg,2014-08-10,6420.68,ISS,Success
MSN01688,Shenzhou,Roscosmos,Vandenberg,2011-09-29,4103.68,MEO,Success
MSN01689,Soyuz,NASA,Vandenberg,2020-01-18,2694.81,HEO,Failure
MSN01690,Gemini,ESA,Cape Canaveral,2020-08-05,5892.51,LEO,Success
MSN01691,SpaceX,Roscosmos,Guiana Space Centre,2022-09-30,7299.88,Mars Transfer Orbit,Failure
MSN01692,SpaceX,ISRO,Cape Canaveral,2012-11-03,6073.74,ISS,Success
MSN01693,Soyuz,CNSA,Guiana Space Centre,2008-06-21,92.89,ISS,Success
MSN01694,Soyuz,ISRO,Satish Dhawan,2023-02-25,2770.02,MEO,Success
MSN01695,Shenzhou,Blue Origin,Cape Canaveral,2006-12-15,5094.9,ISS,Success
MSN01696,Apollo,ISRO,Guiana Space Centre,2000-01-09,4511.4,ISS,Success
MSN01697,Soyuz,CNSA,Satish Dhawan,2009-10-10,4345.45,HEO,Success
MSN01698,ISS Resupply,Blue Origin,Satish Dhawan,2005-10-20,3034.49,MEO,Success
MSN01699,Soyuz,CNSA,Guiana Space Centre,2014-01-22,2188.83,Mars Transfer Orbit,Success
MSN01700,Blue Origin,SpaceX,Guiana Space Centre,2014-03-13,9015.56,ISS,Success
MSN01701,Gemini,CNSA,Baikonur,2008-12-20,5054.22,GTO,Success
MSN01702,ISS Resupply,Roscosmos,Satish Dhawan,2012-11-23,6284.24,MEO,Success
MSN01703,ISS Resupply,NASA,Guiana Space Centre,2022-06-21,5012.5,HEO,Success
MSN01704,Blue Origin,SpaceX,Satish Dhawan,2000-05-02,5092.7,Mars Transfer Orbit,Success
MSN01705,Blue Origin,SpaceX,Cape Canaveral,2008-03-31,4875.79,LEO,Success
MSN01706,SpaceX,NASA,Jiuquan,2002-08-12,2759.11,ISS,Success
MSN01707,Apollo,SpaceX,Jiuquan,2008-10-18,1971.02,GTO,Success
MSN01708,Gemini,CNSA,Vandenberg,2019-12-20,5772.45,GTO,Partial
MSN01709,Shenzhou,ISRO,Guiana Space Centre,2014-09-09,5375.68,LEO,Success
MSN01710,ISS Resupply,ESA,Guiana Space Centre,2023-10-25,6876.56,MEO,Success
MSN01711,Shenzhou,CNSA,Satish Dhawan,2006-09-13,6470.72,HEO,Failure
MSN01712,Soyuz,Blue Origin,Vandenberg,2003-01-13,3382.98,ISS,Success
MSN01713,Soyuz,Blue Origin,Guiana Space Centre,2019-12-01,7265.18,ISS,Success
MSN01714,Shenzhou,ISRO,Satish Dhawan,2016-04-27,6530.05,Mars Transfer Orbit,Failure
MSN01715,Soyuz,ISRO,Guiana Space Centre,2021-06-27,6381.68,ISS,Success
MSN01716,Apollo,SpaceX,Satish Dhawan,2003-11-04,9498.65,GTO,Success
MSN01717,Blue Origin,Roscosmos,Guiana Space Centre,2018-06-10,9087.92,MEO,Success
MSN01718,Soyuz,Roscosmos,Baikonur,2004-04-04,6379.83,LEO,Success
MSN01719,SpaceX,SpaceX,Satish Dhawan,2015-11-10,6130.39,MEO,Success
MSN01720,Soyuz,SpaceX,Baikonur,2002-06-17,7163.31,HEO,Success
MSN01721,Gemini,NASA,Baikonur,2010-03-28,3832.09,HEO,Success
MSN01722,Apollo,NASA,Baikonur,2021-01-03,3860.34,LEO,Success
MSN01723,Gemini,ESA,Baikonur,2014-01-16,6346.84,GTO,Success
MSN01724,Gemini,ESA,Cape Canaveral,2018-05-10,3287.05,Mars Transfer Orbit,Success
MSN01725,SpaceX,ESA,Vandenberg,2020-01-23,6185.54,LEO,Success
MSN01726,Apollo,ESA,Jiuquan,2023-04-08,5313.66,Mars Transfer Orbit,Success
MSN01727,Apollo,ISRO,Cape Canaveral,2013-06-07,3287.62,HEO,Success
MSN01728,Apollo,ISRO,Guiana Space Centre,2015-08-27,5051.73,GTO,Success
MSN01729,Apollo,NASA,Guiana Space Centre,2023-01-10,7610.16,MEO,Success
MSN01730,Apollo,Roscosmos,Vandenberg,2005-11-17,5164.74,HEO,Success
MSN01731,SpaceX,SpaceX,Jiuquan,2004-01-22,5173.1,GTO,Failure
MSN01732,Soyuz,Blue Origin,Jiuquan,2020-11-03,5657.97,GTO,Success
MSN01733,Gemini,Roscosmos,Jiuquan,2016-07-02,5918.38,ISS,Success
MSN01734,Apollo,CNSA,Baikonur,2015-08-05,4338.32,MEO,Success
MSN01735,ISS Resupply,ISRO,Cape Canaveral,2001-08-02,5700.52,GTO,Success
MSN01736,Soyuz,ESA,Guiana Space Centre,2010-12-02,2901.86,LEO,Success
MSN01737,Soyuz,ESA,Cape Canaveral,2003-06-07,3401.86,Mars Transfer Orbit,Success
MSN01738,Gemini,CNSA,Cape Canaveral,2005-07-29,3657.7,MEO,Partial
MSN01739,SpaceX,Roscosmos,Cape Canaveral,2006-05-13,5939.53,MEO,Success
MSN01740,Shenzhou,ESA,Jiuquan,2016-02-22,5320.47,HEO,Success
MSN01741,Shenzhou,Roscosmos,Vandenberg,2007-08-17,4731.28,MEO,Success
MSN01742,Soyuz,SpaceX,Vandenberg,2000-07-01,6381.54,MEO,Success
MSN01743,Blue Origin,CNSA,Jiuquan,2014-01-23,5757.72,ISS,Success
MSN01744,Blue Origin,Blue Origin,Guiana Space Centre,2019-04-16,4420.05,MEO,Failure
MSN01745,Gemini,Roscosmos,Guiana Space Centre,2011-04-01,2929.54,Mars Transfer Orbit,Success
MSN01746,Shenzhou,SpaceX,Guiana Space Centre,2014-04-29,3360.58,Mars Transfer Orbit,Success
MSN01747,Soyuz,Roscosmos,Vandenberg,2022-05-18,2066.38,Mars Transfer Orbit,Success
MSN01748,SpaceX,Roscosmos,Vandenberg,2021-04-30,5281.14,GTO,Success
MSN01749,Shenzhou,ESA,Cape Canaveral,2014-06-10,3275.72,LEO,Success
MSN01750,Soyuz,NASA,Jiuquan,2008-07-26,4009.35,Mars Transfer Orbit,Partial
MSN01751,Soyuz,ISRO,Baikonur,2015-12-15,4744.82,ISS,Success
MSN01752,Apollo,Roscosmos,Cape Canaveral,2001-11-14,7087.99,ISS,Success
MSN01753,SpaceX,Roscosmos,Satish Dhawan,2014-12-04,6857.58,ISS,Success
MSN01754,Apollo,Roscosmos,Vandenberg,2014-06-04,4890.58,ISS,Success
MSN01755,Gemini,NASA,Cape Canaveral,2006-09-20,7531.01,HEO,Partial
MSN01756,Apollo,SpaceX,Jiuquan,2020-12-21,975.3,ISS,Success
MSN01757,ISS Resupply,Blue Origin,Satish Dhawan,2012-06-03,8754.44,HEO,Partial
MSN01758,Apollo,Blue Origin,Cape Canaveral,2022-11-26,6385.0,HEO,Success
MSN01759,ISS Resupply,CNSA,Jiuquan,2016-11-08,5205.61,MEO,Success
MSN01760,Shenzhou,ESA,Jiuquan,2010-10-13,3217.28,LEO,Success
MSN01761,Blue Origin,NASA,Vandenberg,2009-09-16,4123.87,MEO,Failure
MSN01762,Soyuz,SpaceX,Baikonur,2000-06-05,6218.7,HEO,Success
MSN01763,ISS Resupply,Roscosmos,Cape Canaveral,2013-01-14,6264.16,MEO,Success
MSN01764,SpaceX,SpaceX,Jiuquan,2004-03-17,6336.79,GTO,Success
MSN01765,Apollo,NASA,Guiana Space Centre,2007-12-05,3543.01,ISS,Success
MSN01766,ISS Resupply,NASA,Jiuquan,2000-11-30,3140.3,ISS,Success
MSN01767,SpaceX,NASA,Baikonur,2006-08-08,5390.41,HEO,Success
MSN01768,Blue Origin,CNSA,Jiuquan,2001-08-20,6539.71,MEO,Success
MSN01769,Blue Origin,ISRO,Vandenberg,2006-10-21,5006.37,GTO,Success
MSN01770,Apollo,ESA,Cape Canaveral,2006-05-22,7962.97,GTO,Success
MSN01771,Gemini,CNSA,Vandenberg,2008-09-07,5066.27,Mars Transfer Orbit,Success
MSN01772,Apollo,CNSA,Cape Canaveral,2021-10-23,4998.58,GTO,Success
MSN01773,Shenzhou,ISRO,Satish Dhawan,2003-05-20,6341.12,HEO,Success
MSN01774,ISS Resupply,CNSA,Cape Canaveral,2022-05-22,7438.46,Mars Transfer Orbit,Failure
MSN01775,Soyuz,NASA,Satish Dhawan,2006-05-09,2301.49,MEO,Success
MSN01776,Gemini,NASA,Vandenberg,2019-11-20,2763.98,GTO,Success
MSN01777,Apollo,SpaceX,Guiana Space Centre,2017-11-01,4373.48,GTO,Success
MSN01778,SpaceX,Roscosmos,Baikonur,2012-01-18,11317.88,MEO,Success
MSN01779,Gemini,CNSA,Guiana Space Centre,2010-08-31,4477.06,MEO,Failure
MSN01780,ISS Resupply,Roscosmos,Satish Dhawan,2008-06-12,4756.43,ISS,Success
MSN01781,Gemini,ESA,Jiuquan,2013-11-16,6236.7,LEO,Success
MSN01782,ISS Resupply,Blue Origin,Jiuquan,2007-04-06,6953.86,LEO,Success
MSN01783,Apollo,NASA,Guiana Space Centre,2020-01-28,5339.57,GTO,Success
MSN01784,ISS Resupply,SpaceX,Jiuquan,2013-08-18,7328.69,MEO,Failure
MSN01785,Gemini,ESA,Satish Dhawan,2020-01-25,2612.06,ISS,Success
MSN01786,SpaceX,SpaceX,Vandenberg,2016-06-23,3467.82,HEO,Success
MSN01787,Blue Origin,Blue Origin,Baikonur,2013-06-10,7324.97,LEO,Success
MSN01788,Gemini,Blue Origin,Cape Canaveral,2023-01-30,5021.89,Mars Transfer Orbit,Success
